2026-07-26 19:29:19,643 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 15:12:21,987 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 15:12:21,987 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 15:12:21,987 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 15:12:21,987 | INFO | ResumeAnalyzer | 0 skills extracted
2026-07-27 15:12:21,987 | INFO | ResumeAnalyzer | Experience extracted: 2 years
2026-07-27 15:12:21,987 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 15:12:21,988 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 15:12:21,988 | ERROR | ResumeAnalyzer | Validation failed: skills is missing
2026-07-27 15:12:21,988 | ERROR | ResumeAnalyzer | Failed to process amit.txt: Skills is required.
2026-07-27 15:12:21,988 | INFO | ResumeAnalyzer | Text report saved: reports/summary.txt
2026-07-27 15:12:21,988 | INFO | ResumeAnalyzer | Batch summary report generated
2026-07-27 15:12:21,988 | INFO | ResumeAnalyzer | Application completed successfully
2026-07-27 15:18:25,668 | INFO | ResumeAnalyzer | Application started
2026-07-27 15:18:25,669 | INFO | ResumeAnalyzer | Job description loaded
2026-07-27 15:18:25,669 | INFO | ResumeAnalyzer | Job description validated successfully
2026-07-27 15:18:25,669 | INFO | ResumeAnalyzer | Processing rahul.txt
2026-07-27 15:18:25,669 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 15:18:25,670 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 15:18:25,670 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 15:18:25,670 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 15:18:25,670 | INFO | ResumeAnalyzer | 4 skills extracted
2026-07-27 15:18:25,670 | INFO | ResumeAnalyzer | Experience extracted: 3 years
2026-07-27 15:18:25,670 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 15:18:25,671 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 15:18:25,671 | INFO | ResumeAnalyzer | Candidate validation successful
2026-07-27 15:18:25,671 | INFO | ResumeAnalyzer | Matching candidate with job
2026-07-27 15:18:25,671 | INFO | ResumeAnalyzer | Comparing 'Python' with 'Python'
2026-07-27 15:18:25,671 | INFO | ResumeAnalyzer | Skill matched (score=100.0)
2026-07-27 15:18:25,671 | INFO | ResumeAnalyzer | Comparing 'Python' with 'SQL'
2026-07-27 15:18:25,671 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 15:18:25,672 | INFO | ResumeAnalyzer | Comparing 'SQL' with 'SQL'
2026-07-27 15:18:25,672 | INFO | ResumeAnalyzer | Skill matched (score=100.0)
2026-07-27 15:18:25,672 | INFO | ResumeAnalyzer | Comparing 'Python' with 'Git'
2026-07-27 15:18:25,672 | INFO | ResumeAnalyzer | Skill matched (score=22.22222222222222)
2026-07-27 15:18:25,672 | INFO | ResumeAnalyzer | Comparing 'SQL' with 'Git'
2026-07-27 15:18:25,672 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 15:18:25,672 | INFO | ResumeAnalyzer | Comparing 'Flask' with 'Git'
2026-07-27 15:18:25,672 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 15:18:25,673 | INFO | ResumeAnalyzer | Comparing 'REST API' with 'Git'
2026-07-27 15:18:25,673 | INFO | ResumeAnalyzer | Skill matched (score=18.181818181818176)
2026-07-27 15:18:25,673 | INFO | ResumeAnalyzer | Comparing 'Python' with 'Flask'
2026-07-27 15:18:25,673 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 15:18:25,673 | INFO | ResumeAnalyzer | Comparing 'SQL' with 'Flask'
2026-07-27 15:18:25,673 | INFO | ResumeAnalyzer | Skill matched (score=25.0)
2026-07-27 15:18:25,673 | INFO | ResumeAnalyzer | Comparing 'Flask' with 'Flask'
2026-07-27 15:18:25,673 | INFO | ResumeAnalyzer | Skill matched (score=100.0)
2026-07-27 15:18:25,674 | INFO | ResumeAnalyzer | Matched Skills: 3/4
2026-07-27 15:18:25,674 | INFO | ResumeAnalyzer | Final score: 87
2026-07-27 15:18:25,674 | INFO | ResumeAnalyzer | Recommendation: Strongly Recommend
2026-07-27 15:18:25,674 | INFO | ResumeAnalyzer | Report generated
2026-07-27 15:18:25,675 | INFO | ResumeAnalyzer | Text report saved: reports/rahul_report.txt
2026-07-27 15:18:25,675 | INFO | ResumeAnalyzer | Successfully processed rahul.txt
2026-07-27 15:18:25,675 | INFO | ResumeAnalyzer | Processing vikram_singh.txt
2026-07-27 15:18:25,675 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 15:18:25,675 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 15:18:25,675 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 15:18:25,675 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 15:18:25,675 | INFO | ResumeAnalyzer | 0 skills extracted
2026-07-27 15:18:25,676 | INFO | ResumeAnalyzer | Experience extracted: 3 years
2026-07-27 15:18:25,676 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 15:18:25,677 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 15:18:25,677 | ERROR | ResumeAnalyzer | Validation failed: skills is missing
2026-07-27 15:18:25,677 | ERROR | ResumeAnalyzer | Failed to process vikram_singh.txt: Skills is required.
2026-07-27 15:18:25,677 | INFO | ResumeAnalyzer | Processing priya_patel.txt
2026-07-27 15:18:25,678 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 15:18:25,678 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 15:18:25,678 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 15:18:25,679 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 15:18:25,679 | INFO | ResumeAnalyzer | 0 skills extracted
2026-07-27 15:18:25,679 | INFO | ResumeAnalyzer | Experience extracted: 4 years
2026-07-27 15:18:25,679 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 15:18:25,680 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 15:18:25,680 | ERROR | ResumeAnalyzer | Validation failed: skills is missing
2026-07-27 15:18:25,680 | ERROR | ResumeAnalyzer | Failed to process priya_patel.txt: Skills is required.
2026-07-27 15:18:25,680 | INFO | ResumeAnalyzer | Processing sneha_reddy.txt
2026-07-27 15:18:25,680 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 15:18:25,681 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 15:18:25,681 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 15:18:25,681 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 15:18:25,681 | INFO | ResumeAnalyzer | 0 skills extracted
2026-07-27 15:18:25,681 | INFO | ResumeAnalyzer | Experience extracted: 5 years
2026-07-27 15:18:25,681 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 15:18:25,681 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 15:18:25,681 | ERROR | ResumeAnalyzer | Validation failed: skills is missing
2026-07-27 15:18:25,681 | ERROR | ResumeAnalyzer | Failed to process sneha_reddy.txt: Skills is required.
2026-07-27 15:18:25,681 | INFO | ResumeAnalyzer | Processing amit.txt
2026-07-27 15:18:25,681 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 15:18:25,682 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 15:18:25,682 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 15:18:25,682 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 15:18:25,682 | INFO | ResumeAnalyzer | 0 skills extracted
2026-07-27 15:18:25,682 | INFO | ResumeAnalyzer | Experience extracted: 2 years
2026-07-27 15:18:25,682 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 15:18:25,682 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 15:18:25,682 | ERROR | ResumeAnalyzer | Validation failed: skills is missing
2026-07-27 15:18:25,682 | ERROR | ResumeAnalyzer | Failed to process amit.txt: Skills is required.
2026-07-27 15:18:25,683 | INFO | ResumeAnalyzer | Text report saved: reports/summary.txt
2026-07-27 15:18:25,692 | INFO | ResumeAnalyzer | Excel summary report generated
2026-07-27 15:18:25,692 | INFO | ResumeAnalyzer | Batch summary report generated
2026-07-27 15:18:25,692 | INFO | ResumeAnalyzer | Application completed successfully
2026-07-27 15:27:12,867 | INFO | ResumeAnalyzer | Application started
2026-07-27 15:27:12,867 | INFO | ResumeAnalyzer | Job description loaded
2026-07-27 15:27:12,868 | INFO | ResumeAnalyzer | Job description validated successfully
2026-07-27 15:27:12,868 | INFO | ResumeAnalyzer | Processing rahul.txt
2026-07-27 15:27:12,868 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 15:27:12,869 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 15:27:12,869 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 15:27:12,869 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 15:27:12,869 | INFO | ResumeAnalyzer | 4 skills extracted
2026-07-27 15:27:12,869 | INFO | ResumeAnalyzer | Experience extracted: 3 years
2026-07-27 15:27:12,870 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 15:27:12,870 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 15:27:12,870 | INFO | ResumeAnalyzer | Candidate validation successful
2026-07-27 15:27:12,870 | INFO | ResumeAnalyzer | Matching candidate with job
2026-07-27 15:27:12,870 | INFO | ResumeAnalyzer | Comparing 'Python' with 'Python'
2026-07-27 15:27:12,912 | INFO | ResumeAnalyzer | Skill matched (score=100.0)
2026-07-27 15:27:12,912 | INFO | ResumeAnalyzer | Comparing 'Python' with 'SQL'
2026-07-27 15:27:12,914 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 15:27:12,914 | INFO | ResumeAnalyzer | Comparing 'SQL' with 'SQL'
2026-07-27 15:27:12,914 | INFO | ResumeAnalyzer | Skill matched (score=100.0)
2026-07-27 15:27:12,915 | INFO | ResumeAnalyzer | Comparing 'Python' with 'Git'
2026-07-27 15:27:12,915 | INFO | ResumeAnalyzer | Skill matched (score=22.22222222222222)
2026-07-27 15:27:12,915 | INFO | ResumeAnalyzer | Comparing 'SQL' with 'Git'
2026-07-27 15:27:12,915 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 15:27:12,915 | INFO | ResumeAnalyzer | Comparing 'Flask' with 'Git'
2026-07-27 15:27:12,915 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 15:27:12,916 | INFO | ResumeAnalyzer | Comparing 'REST API' with 'Git'
2026-07-27 15:27:12,916 | INFO | ResumeAnalyzer | Skill matched (score=18.181818181818176)
2026-07-27 15:27:12,916 | INFO | ResumeAnalyzer | Comparing 'Python' with 'Flask'
2026-07-27 15:27:12,916 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 15:27:12,916 | INFO | ResumeAnalyzer | Comparing 'SQL' with 'Flask'
2026-07-27 15:27:12,916 | INFO | ResumeAnalyzer | Skill matched (score=25.0)
2026-07-27 15:27:12,916 | INFO | ResumeAnalyzer | Comparing 'Flask' with 'Flask'
2026-07-27 15:27:12,917 | INFO | ResumeAnalyzer | Skill matched (score=100.0)
2026-07-27 15:27:12,917 | INFO | ResumeAnalyzer | Matched Skills: 3/4
2026-07-27 15:27:12,917 | INFO | ResumeAnalyzer | Final score: 87
2026-07-27 15:27:12,917 | INFO | ResumeAnalyzer | Recommendation: Strongly Recommend
2026-07-27 15:27:12,917 | INFO | ResumeAnalyzer | Report generated
2026-07-27 15:27:12,918 | INFO | ResumeAnalyzer | Text report saved: reports/rahul_report.txt
2026-07-27 15:27:12,918 | INFO | ResumeAnalyzer | Successfully processed rahul.txt
2026-07-27 15:27:12,918 | INFO | ResumeAnalyzer | Processing vikram_singh.txt
2026-07-27 15:27:12,919 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 15:27:12,919 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 15:27:12,919 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 15:27:12,919 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 15:27:12,919 | INFO | ResumeAnalyzer | 0 skills extracted
2026-07-27 15:27:12,919 | INFO | ResumeAnalyzer | Experience extracted: 3 years
2026-07-27 15:27:12,920 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 15:27:12,920 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 15:27:12,920 | ERROR | ResumeAnalyzer | Validation failed: skills is missing
2026-07-27 15:27:12,920 | ERROR | ResumeAnalyzer | Failed to process vikram_singh.txt: Skills is required.
2026-07-27 15:27:12,920 | INFO | ResumeAnalyzer | Processing priya_patel.txt
2026-07-27 15:27:12,923 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 15:27:12,923 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 15:27:12,923 | INFO | ResumeAnalyzer | Email extracted
